Year,Value,
2006,3.1715E+12,
2007,3.76018E+12,
2008,4.39266E+12,
2009,4.11625E+12,
2010,5.14211E+12,
2011,5.86359E+12,
2012,5.91282E+12,
2013,6.0586E+12,
2014,6.17139E+12,
2015,5.2478E+12,
2016,5.09416E+12,
1985,1.20888E+11,
1986,1.31569E+11,
1987,1.43177E+11,
1988,1.46664E+11,
1989,1.52202E+11,
1990,1.56731E+11,
1991,1.60526E+11,
1992,1.41269E+11,
1993,1.43252E+11,
1994,1.33682E+11,
1995,1.52281E+11,
1996,1.68214E+11,
1997,1.78035E+11,
1998,1.79028E+11,
1999,1.81115E+11,
2000,2.05489E+11,
2001,1.95585E+11,
2002,2.1114E+11,
2003,2.39016E+11,
2004,2.74531E+11,
2005,3.21336E+11,
2006,3.77285E+11,
2007,4.59888E+11,
2008,5.71649E+11,
2009,5.82743E+11,
2010,6.61934E+11,
2011,7.51567E+11,
2012,7.98197E+11,
2013,8.66105E+11,
2014,9.38326E+11,
2015,9.26977E+11,
2016,9.40734E+11,
1960,3.24352E+11,
1961,3.12613E+11,
1962,3.26842E+11,
1963,3.51679E+11,
1964,3.90767E+11,
1965,4.31927E+11,
1966,4.47443E+11,
1967,4.59274E+11,
1968,4.85885E+11,
1969,5.43302E+11,
1970,5.94913E+11,
1971,6.4202E+11,
1972,7.17743E+11,
1973,9.07757E+11,
1974,1.16058E+12,
1975,1.28425E+12,
1976,1.39032E+12,
1977,1.56494E+12,
1978,1.69853E+12,
1979,2.0195E+12,
1980,2.35761E+12,
1981,2.53553E+12,
1982,2.52134E+12,
1983,2.47434E+12,
1984,2.51137E+12,
1985,2.64619E+12,
1986,2.76703E+12,
1987,2.8441E+12,
1988,3.07786E+12,
1989,3.273E+12,
1990,3.68136E+12,
1991,3.92579E+12,
1992,3.88036E+12,
1993,4.13835E+12,
1994,4.48686E+12,
1995,5.01918E+12,
1996,5.47075E+12,
1997,5.7848E+12,
1998,5.60203E+12,
1999,5.47096E+12,
2000,5.96983E+12,
2001,6.02619E+12,
2002,6.15093E+12,
2003,6.95834E+12,
2004,8.2608E+12,
2005,9.84231E+12,
2006,1.16971E+13,
2007,1.45095E+13,
2008,1.74247E+13,
2009,1.70233E+13,
2010,2.07512E+13,
2011,2.45084E+13,
2012,2.60883E+13,
2013,2.76615E+13,
2014,2.87048E+13,
2015,2.71982E+13,
2016,2.72994E+13,
1981,76777083557,
1982,80237821909,
1983,74796244335,
1984,68688047481,
1985,71190299393,
1986,80779930657,
1987,84283995065,
1988,90950952691,
1989,89980034520,
1990,95714254328,
1991,97729178472,
1992,86383121297,
1993,86051188950,
1994,72587455092,
1995,83705340576,
1996,93313723635,
1997,96462655240,
1998,97516392241,
1999,97617718261,
2000,1.12688E+11,
2001,1.0176E+11,
2002,1.09911E+11,
2003,1.20719E+11,
2004,1.37616E+11,
2005,1.58964E+11,
2006,1.7784E+11,
2007,2.1277E+11,
2008,2.56173E+11,
2009,2.71232E+11,
2010,2.9234E+11,
2011,3.28781E+11,
2012,3.53928E+11,
2013,3.82593E+11,
2014,4.11931E+11,
2015,4.0239E+11,
2016,4.02524E+11,
1965,1.37326E+11,
1966,1.24412E+11,
1967,1.32635E+11,
1968,1.42217E+11,
1969,1.58795E+11,
1970,1.74711E+11,
1971,1.81736E+11,
1972,1.93138E+11,
1973,2.30346E+11,
1974,2.96102E+11,
1975,3.28969E+11,
1976,3.56862E+11,
1977,4.08809E+11,
1978,4.5804E+11,
1979,5.22075E+11,
1980,6.48972E+11,
1981,6.85997E+11,
1982,6.92704E+11,
1983,6.75923E+11,
1984,6.73276E+11,
1985,7.0887E+11,
1986,7.3815E+11,
1987,8.09719E+11,
1988,8.45625E+11,
1989,8.60326E+11,
1990,9.20987E+11,
1991,8.8723E+11,
1992,9.25515E+11,
1993,9.40615E+11,
1994,1.0214E+12,
1995,1.14703E+12,
1996,1.25978E+12,
1997,1.30033E+12,
1998,1.1697E+12,
1999,1.27089E+12,
2000,1.344E+12,
2001,1.35623E+12,
2002,1.45803E+12,
2003,1.6723E+12,
2004,1.91186E+12,
2005,2.2052E+12,
2006,2.62626E+12,
2007,3.23218E+12,
2008,3.6379E+12,
2009,3.72781E+12,
2010,4.66696E+12,
2011,5.27893E+12,
2012,5.53533E+12,
2013,5.77446E+12,
2014,6.07654E+12,
2015,6.01705E+12,
2016,6.26337E+12,
1968,32598497786,
1969,36384816241,
1970,41243011987,
1971,47614954969,
1972,58137916908,
1973,78314872621,
1974,1.4266E+11,
1975,1.55791E+11,
1976,1.93704E+11,
1977,2.24692E+11,
1978,2.3855E+11,
1979,3.11753E+11,
1980,4.02411E+11,
1981,4.15941E+11,
1982,4.14275E+11,
1983,4.2083E+11,
1984,4.26459E+11,
1985,4.32783E+11,
1986,4.42829E+11,
1987,4.11136E+11,
1988,4.08591E+11,
1989,4.2072E+11,
1990,5.50957E+11,
1991,5.53975E+11,
1992,6.03445E+11,
1993,6.07554E+11,
1994,6.3382E+11,
1995,7.08752E+11,
1996,8.02386E+11,
1997,8.32734E+11,
1998,8.09446E+11,
1999,8.66937E+11,
2000,9.67022E+11,
2001,9.70616E+11,
2002,9.6682E+11,
2003,1.0891E+12,
2004,1.27121E+12,
2005,1.53014E+12,
2006,1.79094E+12,
2007,2.12332E+12,
2008,2.6477E+12,
2009,2.36823E+12,
2010,2.76796E+12,
2011,3.28239E+12,
2012,3.52976E+12,
2013,3.52402E+12,
2014,3.56356E+12,
2015,3.14728E+12,
2016,3.1448E+12,
1993,2.91541E+11,
1994,2.98977E+11,
1995,3.40941E+11,
1996,3.95345E+11,
1997,4.06066E+11,
1998,4.1215E+11,
1999,4.35883E+11,
2000,4.5166E+11,
2001,4.67356E+11,
2002,4.53678E+11,
2003,5.11781E+11,
2004,5.9292E+11,
2005,6.9842E+11,
2006,8.11375E+11,
2007,1.00283E+12,
2008,1.23537E+12,
2009,1.1959E+12,
2010,1.38352E+12,
2011,1.56852E+12,
2012,1.68155E+12,
2013,1.59168E+12,
2014,1.59156E+12,
2015,1.44198E+12,
2016,1.4539E+12,
1993,2.88738E+11,
1994,2.96103E+11,
1995,3.3762E+11,
1996,3.91919E+11,
1997,4.02271E+11,
1998,4.08028E+11,
1999,4.31557E+11,
2000,4.47298E+11,
2001,4.63334E+11,
2002,4.50128E+11,
2003,5.07822E+11,
2004,5.8862E+11,
2005,6.93624E+11,
2006,8.06509E+11,
2007,9.97382E+11,
2008,1.22877E+12,
2009,1.18867E+12,
2010,1.37462E+12,
2011,1.55806E+12,
2012,1.67027E+12,
2013,1.57907E+12,
2014,1.5787E+12,
2015,1.42909E+12,
2016,1.44024E+12,
1960,3.10438E+11,
1961,2.98648E+11,
1962,3.11468E+11,
1963,3.32421E+11,
1964,3.75226E+11,
1965,4.13376E+11,
1966,4.27131E+11,
1967,4.39773E+11,
1968,4.6561E+11,
1969,5.20593E+11,
1970,5.71052E+11,
1971,6.15838E+11,
1972,6.88745E+11,
1973,8.72906E+11,
1974,1.11891E+12,
1975,1.23662E+12,
1976,1.34253E+12,
1977,1.50999E+12,
1978,1.63567E+12,
1979,1.94988E+12,
1980,2.28326E+12,
1981,2.4633E+12,
1982,2.44593E+12,
1983,2.40397E+12,
1984,2.4466E+12,
1985,2.57902E+12,
1986,2.69103E+12,
1987,2.76481E+12,
1988,2.99229E+12,
1989,3.18847E+12,
1990,3.59074E+12,
1991,3.83285E+12,
1992,3.79758E+12,
1993,4.05549E+12,
1994,4.41524E+12,
1995,4.93687E+12,
1996,5.37921E+12,
1997,5.68994E+12,
1998,5.50659E+12,
1999,5.37567E+12,
2000,5.86048E+12,
2001,5.92624E+12,
2002,6.04351E+12,
2003,6.84005E+12,
2004,8.12546E+12,
2005,9.68551E+12,
2006,1.15206E+13,
2007,1.42975E+13,
2008,1.71696E+13,
2009,1.67556E+13,
2010,2.04586E+13,
2011,2.41784E+13,
2012,2.57333E+13,
2013,2.72782E+13,
2014,2.82928E+13,
2015,2.67961E+13,
2016,2.68971E+13,
1960,5.84478E+11,
1961,6.04157E+11,
1962,6.47173E+11,
1963,6.83354E+11,
1964,7.34791E+11,
1965,7.97724E+11,
1966,8.75493E+11,
1967,9.26624E+11,
1968,1.01341E+12,
1969,1.09795E+12,
1970,1.16397E+12,
1971,1.26725E+12,
1972,1.39577E+12,
1973,1.56014E+12,
1974,1.70955E+12,
1975,1.8631E+12,
1976,2.08455E+12,
1977,2.29801E+12,
1978,2.57568E+12,
1979,2.87573E+12,
1980,3.13697E+12,
1981,3.51791E+12,
1982,3.65928E+12,
1983,3.97957E+12,
1984,4.39705E+12,
1985,4.71253E+12,
1986,4.96877E+12,
1987,5.30283E+12,
1988,5.7614E+12,
1989,6.22425E+12,
1990,6.57511E+12,
1991,6.78601E+12,
1992,7.13337E+12,
1993,7.45771E+12,
1994,7.88876E+12,
1995,8.27012E+12,
1996,8.73144E+12,
1997,9.26427E+12,
1998,9.72411E+12,
1999,1.034E+13,
2000,1.10306E+13,
2001,1.13619E+13,
2002,1.17394E+13,
2003,1.24072E+13,
2004,1.33026E+13,
2005,1.4268E+13,
2006,1.51767E+13,
2007,1.59485E+13,
2008,1.62738E+13,
2009,1.57957E+13,
2010,1.65836E+13,
2011,1.73121E+13,
2012,1.79851E+13,
2013,1.85397E+13,
2014,1.91918E+13,
2015,1.96794E+13,
2016,2.01603E+13,
1960,1.07115E+12,
1961,1.12584E+12,
1962,1.21585E+12,
1963,1.31029E+12,
1964,1.43189E+12,
1965,1.55455E+12,
1966,1.70688E+12,
1967,1.83161E+12,
1968,1.98549E+12,
1969,2.17923E+12,
1970,2.39132E+12,
1971,2.64735E+12,
1972,3.07203E+12,
1973,3.71107E+12,
1974,4.16094E+12,
1975,4.66149E+12,
1976,5.0522E+12,
1977,5.69648E+12,
1978,6.83914E+12,
1979,7.90044E+12,
1980,8.76722E+12,
1981,8.9253E+12,
1982,8.79011E+12,
1983,9.0821E+12,
1984,9.49814E+12,
1985,1.00199E+13,
1986,1.21461E+13,
1987,1.4059E+13,
1988,1.58621E+13,
1989,1.66172E+13,
1990,1.87249E+13,
1991,1.98082E+13,
1992,2.12974E+13,
1993,2.16141E+13,
1994,2.30799E+13,
1995,2.54267E+13,
1996,2.5649E+13,
1997,2.52565E+13,
1998,2.55148E+13,
1999,2.68129E+13,
2000,2.73775E+13,
2001,2.71196E+13,
2002,2.83004E+13,
2003,3.17077E+13,
2004,3.5294E+13,
2005,3.73075E+13,
2006,3.93323E+13,
2007,4.29932E+13,
2008,4.5511E+13,
2009,4.25797E+13,
2010,4.46062E+13,
2011,4.79234E+13,
2012,4.78285E+13,
2013,4.84052E+13,
2014,4.93701E+13,
2015,4.6659E+13,
2016,4.75526E+13,
1970,3135485929,
1971,3722050816,
1972,4507335667,
1973,6528025335,
1974,12027202399,
1975,13422131921,
1976,16684803376,
1977,18792081786,
1978,20733786069,
1979,26918040736,
1980,37367820731,
1981,37571474568,
1982,35538132657,
1983,33565476346,
1984,33809943282,
1985,32123247561,
1986,32502566978,
1987,38579939947,
1988,43353826991,
1989,45401718443,
1990,54310263045,
1991,55933105364,
1992,61013627266,
1993,58033167762,
1994,60783020995,
1995,69642896354,
1996,73535877988,
1997,76645392483,
1998,75106297716,
1999,80832351746,
2000,91599121613,
2001,91053518664,
2002,98187518525,
2003,1.21659E+11,
2004,1.50739E+11,
2005,1.82941E+11,
2006,2.15039E+11,
2007,2.63062E+11,
2008,3.21655E+11,
2009,2.76256E+11,
2010,3.20786E+11,
2011,3.95817E+11,
2012,4.13323E+11,
2013,4.31008E+11,
2014,4.44728E+11,
2015,3.69948E+11,
2016,3.6208E+11,
1975,1119628657,
1976,1122702100,
1977,1171337766,
1978,1358461654,
1979,1664351538,
1980,1904927596,
1981,1963995651,
1982,1918438076,
1983,1837237466,
1984,2014185769,
1985,1906817964,
1986,2070081366,
1987,2033588819,
1988,2130603255,
1989,2224857785,
1990,2396520509,
1991,2548876960,
1992,2794581115,
1993,2946263929,
1994,3395406278,
1995,3668261062,
1996,3939097727,
1997,3935303220,
1998,3383565222,
1999,3685135085,
2000,3447191071,
2001,3373827098,
2002,3545230258,
2003,4157082464,
2004,4802142870,
2005,5271518870,
2006,5541929393,
2007,6078976595,
2008,6554173387,
2009,5778915418,
2010,6404608139,
2011,7589010906,
2012,8110535071,
2013,8376051897,
2014,8769297682,
2015,8596930891,
2016,9019651488,
1960,1.04469E+12,
1961,1.10427E+12,
1962,1.19295E+12,
1963,1.28427E+12,
1964,1.40172E+12,
1965,1.52259E+12,
1966,1.66968E+12,
1967,1.79167E+12,
1968,1.94166E+12,
1969,2.12989E+12,
1970,2.34102E+12,
1971,2.59558E+12,
1972,3.0107E+12,
1973,3.63361E+12,
1974,4.05781E+12,
1975,4.54662E+12,
1976,4.93327E+12,
1977,5.57637E+12,
1978,6.69971E+12,
1979,7.70238E+12,
1980,8.52927E+12,
1981,8.62793E+12,
1982,8.58619E+12,
1983,8.90764E+12,
1984,9.31135E+12,
1985,9.8207E+12,
1986,1.19931E+13,
1987,1.38933E+13,
1988,1.56501E+13,
1989,1.63643E+13,
1990,1.83747E+13,
1991,1.93721E+13,
1992,2.07891E+13,
1993,2.09584E+13,
1994,2.24305E+13,
1995,2.48688E+13,
1996,2.49994E+13,
1997,2.45278E+13,
1998,2.4631E+13,
1999,2.58552E+13,
2000,2.62963E+13,
2001,2.6051E+13,
2002,2.71709E+13,
2003,3.04816E+13,
2004,3.38689E+13,
2005,3.56502E+13,
2006,3.74964E+13,
2007,4.08924E+13,
2008,4.32041E+13,
2009,4.06762E+13,
2010,4.24136E+13,
2011,4.55256E+13,
2012,4.54538E+13,
2013,4.58486E+13,
2014,4.6735E+13,
2015,4.42428E+13,
2016,4.52133E+13,
1960,10398348180,
1961,10744202037,
1962,11741666830,
1963,13703430497,
1964,12738674207,
1965,14368795336,
1966,15799001650,
1967,14899844604,
1968,15708848569,
1969,17861212684,
1970,21854100496,
1971,21365342795,
1972,24753198262,
1973,30347820635,
1974,43401484420,
1975,49322046233,
1976,58044815996,
1977,64367398025,
1978,71557911569,
1979,90472481235,
1980,1.10635E+11,
1981,99446432260,
1982,96056301101,
1983,81949458262,
1984,80839093483,
1985,83918139386,
1986,86468659534,
1987,98640481087,
1988,1.01492E+11,
1989,1.03557E+11,
1990,1.66763E+11,
1991,1.66248E+11,
1992,1.51742E+11,
1993,1.40182E+11,
1994,1.27917E+11,
1995,1.55731E+11,
1996,1.73363E+11,
1997,1.81117E+11,
1998,1.79148E+11,
1999,1.81504E+11,
2000,2.11741E+11,
2001,2.00657E+11,
2002,2.36774E+11,
2003,2.73883E+11,
2004,3.32473E+11,
2005,4.11274E+11,
2006,5.14533E+11,
2007,6.30728E+11,
2008,8.05267E+11,
2009,7.28799E+11,
2010,1.00975E+12,
2011,1.16644E+12,
2012,1.28175E+12,
2013,1.40171E+12,
2014,1.49697E+12,
2015,1.30076E+12,
2016,1.20779E+12,
1970,7934786923,
1971,8928415781,
1972,10537522547,
1973,13126879314,
1974,20404459472,
1975,23223444446,
1976,26542237355,
1977,30144018493,
1978,32393448089,
1979,40219637901,
1980,53301689401,
1981,55004873035,
1982,54713643064,
1983,52815264030,
1984,52234388082,
1985,50161815202,
1986,49006470880,
1987,56064140277,
1988,61865042440,
1989,64248116732,
1990,74599350281,
1991,76109647374,
1992,81024550303,
1993,79207007623,
1994,83473610538,
1995,94366389840,
1996,1.0045E+11,
1997,1.06278E+11,
1998,1.06764E+11,
1999,1.14559E+11,
2000,1.27299E+11,
2001,1.27601E+11,
2002,1.36679E+11,
2003,1.63314E+11,
2004,1.96716E+11,
2005,2.34866E+11,
2006,2.72996E+11,
2007,3.27512E+11,
2008,3.94805E+11,
2009,3.37922E+11,
2010,3.88136E+11,
2011,4.69604E+11,
2012,4.92082E+11,
2013,5.10669E+11,
2014,5.2489E+11,
2015,4.48061E+11,
2016,4.37804E+11,
1960,46535882350,
1961,49639265058,
1962,52969959487,
1963,59564124019,
1964,68207240591,
1965,73302133559,
1966,61638106877,
1967,67859668331,
1968,71227636447,
1969,78199356805,
1970,84723556607,
1971,90042201739,
1972,90429767477,
1973,1.03394E+11,
1974,1.25253E+11,
1975,1.34416E+11,
1976,1.31168E+11,
1977,1.51657E+11,
1978,1.72584E+11,
1979,1.93319E+11,
1980,2.33086E+11,
1981,2.47107E+11,
1982,2.55648E+11,
1983,2.70546E+11,
1984,2.69355E+11,
1985,2.92874E+11,
1986,3.10147E+11,
1987,3.44339E+11,
1988,3.70046E+11,
1989,3.73481E+11,
1990,4.0205E+11,
1991,3.57724E+11,
1992,3.7983E+11,
1993,3.7624E+11,
1994,4.26649E+11,
1995,4.74034E+11,
1996,5.18625E+11,
1997,5.44006E+11,
1998,5.51628E+11,
1999,5.90949E+11,
2000,6.14756E+11,
2001,6.30828E+11,
2002,6.6325E+11,
2003,7.74467E+11,
2004,8.97927E+11,
2005,1.02864E+12,
2006,1.17625E+12,
2007,1.48869E+12,
2008,1.51564E+12,
2009,1.66559E+12,
2010,2.04214E+12,
2011,2.27201E+12,
2012,2.29791E+12,
2013,2.35666E+12,
2014,2.57769E+12,
2015,2.6828E+12,
2016,2.89248E+12,
1960,46535882350,
1961,49639265058,
1962,52969959487,
1963,59564124019,
1964,68207240591,
1965,73302133559,
1966,61638106877,
1967,67859668331,
1968,71227636447,
1969,78199356805,
1970,84723556607,
1971,90042201739,
1972,90429767477,
1973,1.03394E+11,
1974,1.25253E+11,
1975,1.34416E+11,
1976,1.31168E+11,
1977,1.51657E+11,
1978,1.72584E+11,
1979,1.93319E+11,
1980,2.33086E+11,
1981,2.47107E+11,
1982,2.55648E+11,
1983,2.70546E+11,
1984,2.69355E+11,
1985,2.92874E+11,
1986,3.10147E+11,
1987,3.44339E+11,
1988,3.70046E+11,
1989,3.73481E+11,
1990,4.0205E+11,
1991,3.57724E+11,
1992,3.7983E+11,
1993,3.7624E+11,
1994,4.26649E+11,
1995,4.74034E+11,
1996,5.18625E+11,
1997,5.44006E+11,
1998,5.51628E+11,
1999,5.90949E+11,
2000,6.14756E+11,
2001,6.30828E+11,
2002,6.6325E+11,
2003,7.74467E+11,
2004,8.97927E+11,
2005,1.02864E+12,
2006,1.17625E+12,
2007,1.48869E+12,
2008,1.51564E+12,
2009,1.66559E+12,
2010,2.04214E+12,
2011,2.27201E+12,
2012,2.29791E+12,
2013,2.35666E+12,
2014,2.57769E+12,
2015,2.6828E+12,
2016,2.89248E+12,
1960,30293454848,
1961,31465076776,
1962,34104849889,
1963,39106436784,
1964,38154669432,
1965,42511265776,
1966,45892007068,
1967,45355789870,
1968,48511689902,
1969,55619101230,
1970,65441663595,
1971,66584540144,
1972,75015704819,
1973,95886132381,
1974,1.25666E+11,
1975,1.38202E+11,
1976,1.50066E+11,
1977,1.65419E+11,
1978,1.82805E+11,
1979,2.20049E+11,
1980,2.76326E+11,
1981,2.78747E+11,
1982,2.60407E+11,
1983,2.42439E+11,
1984,2.3083E+11,
1985,2.15112E+11,
1986,2.384E+11,
1987,2.80931E+11,
1988,2.95524E+11,
1989,3.09183E+11,
1990,3.09657E+11,
1991,3.19139E+11,
1992,3.13875E+11,
1993,3.00038E+11,
1994,2.92189E+11,
1995,3.37412E+11,
1996,3.48828E+11,
1997,3.61007E+11,
1998,3.40572E+11,
1999,3.42916E+11,
2000,3.6768E+11,
2001,3.42345E+11,
2002,3.6697E+11,
2003,4.68505E+11,
2004,5.83461E+11,
2005,6.85227E+11,
2006,8.02075E+11,
2007,9.33327E+11,
2008,1.06747E+12,
2009,1.02262E+12,
2010,1.36582E+12,
2011,1.53723E+12,
2012,1.61211E+12,
2013,1.69852E+12,
2014,1.78029E+12,
2015,1.60587E+12,
2016,1.5126E+12,
1960,30282688203,
1961,31454913189,
1962,34093744324,
1963,39094362716,
1964,38140805165,
1965,42497601518,
1966,45877717975,
1967,45341229114,
1968,48498076332,
1969,55605752591,
1970,65427015247,
1971,66565970098,
1972,74988052257,
1973,95853382653,
1974,1.25629E+11,
1975,1.38161E+11,
1976,1.50024E+11,
1977,1.65362E+11,
1978,1.82725E+11,
1979,2.19926E+11,
1980,2.76185E+11,
1981,2.78598E+11,
1982,2.60265E+11,
1983,2.42296E+11,
1984,2.30682E+11,
1985,2.14943E+11,
1986,2.38193E+11,
1987,2.80681E+11,
1988,2.95239E+11,
1989,3.08877E+11,
1990,3.09286E+11,
1991,3.18763E+11,
1992,3.13438E+11,
1993,2.99561E+11,
1994,2.91699E+11,
1995,3.369E+11,
1996,3.48322E+11,
1997,3.6044E+11,
1998,3.39959E+11,
1999,3.42288E+11,
2000,3.6706E+11,
2001,3.41718E+11,
2002,3.66266E+11,
2003,4.67795E+11,
2004,5.82616E+11,
2005,6.84302E+11,
2006,8.01053E+11,
2007,9.32288E+11,
2008,1.0665E+12,
2009,1.02177E+12,
2010,1.36485E+12,
2011,1.53617E+12,
2012,1.61098E+12,
2013,1.69711E+12,
2014,1.77886E+12,
2015,1.60444E+12,
2016,1.51117E+12,
1960,30293454848,
1961,31465076776,
1962,34104849889,
1963,39106436784,
1964,38154669432,
1965,42511265776,
1966,45892007068,
1967,45355789870,
1968,48511689902,
1969,55619101230,
1970,65441663595,
1971,66584540144,
1972,75015704819,
1973,95886132381,
1974,1.25666E+11,
1975,1.38202E+11,
1976,1.50066E+11,
1977,1.65419E+11,
1978,1.82805E+11,
1979,2.20049E+11,
1980,2.76326E+11,
1981,2.78747E+11,
1982,2.60407E+11,
1983,2.42439E+11,
1984,2.3083E+11,
1985,2.15112E+11,
1986,2.384E+11,
1987,2.80931E+11,
1988,2.95524E+11,
1989,3.09183E+11,
1990,3.09657E+11,
1991,3.19139E+11,
1992,3.13875E+11,
1993,3.00038E+11,
1994,2.92189E+11,
1995,3.37412E+11,
1996,3.48828E+11,
1997,3.61007E+11,
1998,3.40572E+11,
1999,3.42916E+11,
2000,3.6768E+11,
2001,3.42345E+11,
2002,3.6697E+11,
2003,4.68505E+11,
2004,5.83461E+11,
2005,6.85227E+11,
2006,8.02075E+11,
2007,9.33327E+11,
2008,1.06747E+12,
2009,1.02262E+12,
2010,1.36582E+12,
2011,1.53723E+12,
2012,1.61211E+12,
2013,1.69852E+12,
2014,1.78029E+12,
2015,1.60587E+12,
2016,1.5126E+12,
1960,2.17197E+11,
1961,1.98162E+11,
1962,2.08388E+11,
1963,2.18097E+11,
1964,2.46118E+11,
1965,2.74661E+11,
1966,3.01788E+11,
1967,3.06049E+11,
1968,3.22081E+11,
1969,3.60347E+11,
1970,3.9471E+11,
1971,4.32717E+11,
1972,4.94629E+11,
1973,6.42136E+11,
1974,8.22213E+11,
1975,9.06908E+11,
1976,9.84879E+11,
1977,1.09989E+12,
1978,1.17544E+12,
1979,1.42646E+12,
1980,1.63071E+12,
1981,1.77394E+12,
1982,1.74943E+12,
1983,1.72451E+12,
1984,1.7703E+12,
1985,1.867E+12,
1986,1.94972E+12,
1987,1.94782E+12,
1988,2.14332E+12,
1989,2.33051E+12,
1990,2.668E+12,
1991,2.94587E+12,
1992,2.87128E+12,
1993,3.11509E+12,
1994,3.39408E+12,
1995,3.79008E+12,
1996,4.11973E+12,
1997,4.38982E+12,
1998,4.33684E+12,
1999,4.10512E+12,
2000,4.51672E+12,
2001,4.57027E+12,
2002,4.58534E+12,
2003,5.16748E+12,
2004,6.21367E+12,
2005,7.48034E+12,
2006,8.89439E+12,
2007,1.10654E+13,
2008,1.35285E+13,
2009,1.3027E+13,
2010,1.57922E+13,
2011,1.88971E+13,
2012,2.01944E+13,
2013,2.14989E+13,
2014,2.22122E+13,
2015,2.07724E+13,
2016,2.06239E+13,
1960,1.36668E+12,
1961,1.42179E+12,
1962,1.52696E+12,
1963,1.64375E+12,
1964,1.8008E+12,
1965,1.96178E+12,
1966,2.12845E+12,
1967,2.2646E+12,
1968,2.44322E+12,
1969,2.6908E+12,
1970,2.9578E+12,
1971,3.26691E+12,
1972,3.76767E+12,
1973,4.59135E+12,
1974,5.29603E+12,
1975,5.89721E+12,
1976,6.41647E+12,
1977,7.25763E+12,
1978,8.54292E+12,
1979,9.9259E+12,
1980,1.11722E+13,
1981,1.14644E+13,
1982,1.13636E+13,
1983,1.16237E+13,
1984,1.20651E+13,
1985,1.26892E+13,
1986,1.50226E+13,
1987,1.70917E+13,
1988,1.91408E+13,
1989,2.00928E+13,
1990,2.2595E+13,
1991,2.39276E+13,
1992,2.541E+13,
1993,2.5859E+13,
1994,2.77675E+13,
1995,3.08726E+13,
1996,3.15527E+13,
1997,3.14354E+13,
1998,3.13388E+13,
1999,3.25108E+13,
2000,3.35666E+13,
2001,3.33545E+13,
2002,3.4636E+13,
2003,3.88941E+13,
2004,4.38048E+13,
2005,4.74289E+13,
2006,5.13632E+13,
2007,5.7859E+13,
2008,6.34618E+13,
2009,6.01683E+13,
2010,6.59545E+13,
2011,7.32799E+13,
2012,7.48899E+13,
2013,7.69909E+13,
2014,7.90492E+13,
2015,7.47577E+13,
2016,7.58451E+13,
1960,537777811.1,
1961,548888895.6,
1962,546666677.8,
1963,751111191.1,
1964,800000044.4,
1965,1006666638,
1966,1399999967,
1967,1673333418,
1968,1373333367,
1969,1408888922,
1970,1748886596,
1971,1831108971,
1972,1595555476,
1973,1733333264,
1974,2155555498,
1975,2366666616,
1976,2555555567,
1977,2953333418,
1978,3300000109,
1979,3697940410,
1980,3641723322,
1981,3478787909,
2001,2461665938,
2002,4128820723,
2003,4583644246,
2004,5285465686,
2005,6275073572,
2006,7057598407,
2007,9843842455,
2008,10190529882,
2009,12486943506,
2010,15936800636,
2011,17930239400,
2012,20536542737,
2013,20046334304,
2014,20050189882,
2015,19215562179,
2016,19469022208,
1984,1924242453,
1985,1965384586,
1986,2173750013,
1987,2156624900,
1988,2126000000,
1989,2335124988,
1990,2101624963,
1991,1139166646,
1992,709452583.9,
1993,1228071038,
1994,1985673798,
1995,2424499009,
1996,3314898292,
1997,2359903108,
1998,2707123772,
1999,3414760915,
2000,3632043908,
2001,4060758804,
2002,4435078648,
2003,5746945913,
2004,7314865176,
2005,8158548717,
2006,8992642349,
2007,10701011897,
2008,12881352688,
2009,12044212904,
2010,11926953259,
2011,12890867539,
2012,12319784787,
2013,12776277515,
2014,13228244357,
2015,11335264967,
2016,11863865978,
1960,2723648552,
1961,2434776646,
1962,2001468868,
1963,2703014867,
1964,2909351793,
1965,3136258897,
1966,3039834559,
1967,3370843066,
1968,3852115817,
1969,4257218772,
1970,4863487493,
1971,5077222367,
1972,6761786387,
1973,8715105930,
1974,13209713643,
1975,15557934268,
1976,17728347375,
1977,20971901273,
1978,26364491313,
1979,33243422158,
1980,42345277342,
1981,44348672668,
1982,45207088716,
1983,48801369800,
1984,53698278906,
1985,57937868670,
1986,63696301893,
1987,66742267773,
1988,59089067187,
1989,55631489802,
1990,62045099643,
1991,45715367087,
1992,48003298223,
1993,49946455211,
1994,42542571306,
1995,41764052458,
1996,46941496780,
1997,48177862502,
1998,48187747529,
1999,48640574567,
2000,54790245601,
2001,54744714396,
2002,56760288974,
2003,67863829880,
2004,85324998814,
2005,1.03198E+11,
2006,1.17027E+11,
2007,1.34977E+11,
2008,1.71001E+11,
2009,1.37211E+11,
2010,1.61207E+11,
2011,2.00019E+11,
2012,2.09059E+11,
2013,2.09755E+11,
2014,2.1381E+11,
2015,1.65874E+11,
2016,1.59049E+11,
2002,514000000,
2003,527000000,
2004,512000000,
2005,503000000,
2006,496000000,
2007,520000000,
2008,563000000,
2009,678000000,
2010,576000000,
2011,574000000,
2012,644000000,
2013,641000000,
2014,643000000,
2015,659000000,
2016,658000000,
1970,78619206.09,
1971,89409820.36,
1972,113408231.9,
1973,150820102.8,
1974,186558696.3,
1975,220127246.4,
1976,227281024.6,
1977,254020153.3,
1978,308008897.6,
